Produkt_Code,SDO_ID,Zeitstempel,Wert,Qualitaet_Byte,Qualitaet_Niveau
OBS_DEU_PT5M_RADG,998,2024-01-01T07:25:00,13.6052,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T07:30:00,15.7953,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T07:35:00,11.1412,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T07:40:00,8.162,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T07:45:00,10.4687,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T07:50:00,15.0585,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T07:55:00,12.3634,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:00:00,14.4009,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:05:00,7.2647,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:10:00,13.114,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:15:00,17.4627,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:20:00,14.3361,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:25:00,12.0649,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:30:00,19.0997,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:35:00,19.1389,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:40:00,14.4556,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:45:00,13.6867,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:50:00,20.3016,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T08:55:00,14.691,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:00:00,16.2338,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:05:00,20.9989,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:10:00,17.8579,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:15:00,15.532,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:20:00,10.1886,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:25:00,17.8198,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:30:00,17.5201,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:35:00,15.6244,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:40:00,21.7112,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:45:00,13.2945,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:50:00,12.2585,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T09:55:00,15.4747,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:00:00,18.4901,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:05:00,12.7301,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:10:00,14.1009,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:15:00,15.5214,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:20:00,18.8069,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:25:00,16.1374,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:30:00,23.1025,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:35:00,10.0387,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:40:00,20.8942,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:45:00,16.809,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:50:00,21.2875,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T10:55:00,24.4611,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:00:00,19.1831,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:05:00,20.3677,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:10:00,23.1306,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:15:00,14.0116,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:20:00,22.5057,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:25:00,23.2081,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:30:00,19.1885,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:35:00,22.5949,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:40:00,20.3773,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:45:00,16.5759,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:50:00,14.2229,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T11:55:00,24.0785,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:00:00,25.0308,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:05:00,16.4984,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:10:00,21.4457,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:15:00,14.6532,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:20:00,17.826,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:25:00,17.6992,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:30:00,14.9271,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:35:00,19.4431,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:40:00,23.9425,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:45:00,22.0598,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:50:00,17.4475,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T12:55:00,24.6225,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:00:00,20.4472,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:05:00,24.4611,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:10:00,13.9398,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:15:00,24.2733,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:20:00,18.5151,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:25:00,14.2843,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:30:00,14.6931,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:35:00,22.7847,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:40:00,22.5504,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:45:00,22.0487,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:50:00,21.0995,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T13:55:00,14.0443,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:00:00,17.8487,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:05:00,9.1949,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:10:00,14.747,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:15:00,20.6242,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:20:00,10.6669,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:25:00,22.2386,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:30:00,22.0467,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:35:00,13.158,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:40:00,19.9822,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:45:00,19.1734,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:50:00,16.4578,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T14:55:00,18.9119,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:00:00,15.6607,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:05:00,16.3619,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:10:00,18.1577,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:15:00,17.7149,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:20:00,17.0259,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:25:00,16.8782,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:30:00,18.7228,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:35:00,17.8955,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:40:00,11.3076,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:45:00,12.511,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:50:00,18.2058,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T15:55:00,17.9209,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:00:00,15.9277,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:05:00,13.1959,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:10:00,16.173,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:15:00,15.4898,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:20:00,8.9319,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:25:00,13.2259,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:30:00,8.9911,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:35:00,11.3051,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:40:00,12.3449,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:45:00,14.8187,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:50:00,6.4704,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T16:55:00,10.5883,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:00:00,12.7915,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:05:00,12.4368,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:10:00,12.5273,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:15:00,8.1557,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:20:00,9.7664,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:25:00,8.7954,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:30:00,11.6823,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:35:00,8.8939,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:40:00,8.8967,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:45:00,8.9084,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:50:00,5.9687,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T17:55:00,8.8253,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:00:00,5.8562,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:05:00,7.621,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:10:00,5.9456,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:15:00,8.2906,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:20:00,6.4475,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:25:00,7.5095,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:30:00,3.0353,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:35:00,6.7204,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:40:00,6.0508,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:45:00,5.0927,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:50:00,5.5233,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T18:55:00,2.892,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:00:00,3.9909,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:05:00,4.3128,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:10:00,3.5693,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:15:00,2.606,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:20:00,2.8463,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:25:00,1.9809,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:30:00,1.7076,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:35:00,1.2969,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:40:00,1.4384,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:45:00,0.8989,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:50:00,0.6302,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T19:55:00,0.2087,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T20:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T21:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T22:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-01T23:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T00:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T01:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T02:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:05:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:10:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:15:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:20:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:25:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:30:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:35:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:40:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:45:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:50:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T03:55:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T04:00:00,0.0,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T04:05:00,0.1664,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T04:10:00,0.4953,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T04:15:00,0.8207,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T04:20:00,0.7871,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T04:25:00,1.4784,1,3
OBS_DEU_PT5M_RADG,998,2024-01-02T04:30:00,1.4238,1,3
